create table scr_Usuario (
	ID_Usuario INT,
	Fecha_registro DATE,
	Preferencias VARCHAR(10)
);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '04/24/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (52, '09/30/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (66, '02/13/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (57, '08/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '06/24/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (83, '09/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (26, '04/19/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (68, '02/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (57, '11/26/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (78, '05/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (75, '05/18/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '11/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (77, '03/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (34, '06/08/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (56, '01/01/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (77, '09/30/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (74, '05/04/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (95, '08/21/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (89, '03/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (48, '02/07/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (75, '10/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (78, '03/10/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (25, '05/28/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (72, '12/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (36, '02/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (24, '02/03/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (84, '05/19/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (18, '10/12/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (18, '10/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (56, '09/03/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (25, '04/16/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (11, '11/27/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (7, '04/13/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (25, '12/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (68, '11/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (27, '09/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (93, '01/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '04/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (16, '04/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (37, '04/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (77, '01/28/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (57, '04/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (34, '06/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (64, '05/03/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (84, '09/09/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (32, '09/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (38, '10/08/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (8, '01/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (42, '01/16/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (82, '11/10/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (59, '01/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (57, '04/21/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (65, '12/10/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (64, '03/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (60, '10/09/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (84, '02/28/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (67, '12/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (76, '03/30/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (83, '05/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (88, '09/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (90, '10/24/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (77, '06/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (92, '11/24/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (87, '07/21/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (45, '03/09/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '06/07/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (73, '02/13/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (23, '09/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (73, '11/13/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (31, '12/06/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (20, '12/28/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (47, '01/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (63, '06/16/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (51, '03/04/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '09/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (29, '11/24/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (27, '11/24/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (63, '03/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (43, '12/30/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (65, '11/21/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (96, '08/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (21, '01/10/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (97, '03/04/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (46, '05/03/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '08/29/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (87, '04/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (20, '04/19/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (72, '10/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (6, '04/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (33, '04/18/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (70, '09/25/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (5, '02/08/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (35, '01/01/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (14, '05/01/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (61, '06/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (9, '04/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (14, '08/12/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (52, '05/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (20, '03/04/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (72, '09/01/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (70, '09/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (100, '11/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (49, '02/07/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (5, '10/10/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (40, '09/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (78, '12/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (48, '07/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (82, '06/10/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (24, '07/31/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (1, '10/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '03/10/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (95, '02/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (74, '10/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (13, '09/26/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (60, '04/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (68, '09/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (92, '01/07/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (15, '04/23/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (59, '12/21/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (24, '02/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '01/30/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (64, '10/13/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (10, '07/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (58, '06/26/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (41, '12/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (33, '06/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (57, '09/26/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (77, '04/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (19, '07/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (43, '03/27/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (18, '12/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (88, '12/05/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (1, '12/01/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '05/08/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (13, '11/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (99, '10/15/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (68, '07/30/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '11/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '04/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '08/17/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (22, '04/08/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (17, '03/16/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (79, '09/28/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (29, '07/26/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (98, '09/14/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (53, '11/09/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (57, '03/13/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (56, '01/15/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (97, '07/08/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (68, '08/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (88, '11/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (76, '05/18/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (87, '02/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '12/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (26, '03/09/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (21, '09/28/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (95, '08/25/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (43, '06/18/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (73, '12/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (3, '10/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (17, '11/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (60, '04/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (9, '01/07/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (78, '08/09/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (58, '09/09/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (99, '11/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (39, '06/29/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (95, '01/23/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (86, '08/03/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '11/05/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (76, '03/16/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (43, '12/28/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (37, '09/26/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (49, '03/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (85, '07/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (99, '10/17/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (39, '09/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (12, '12/10/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (1, '12/12/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (41, '07/26/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (46, '08/14/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (24, '08/10/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (45, '03/01/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (7, '12/30/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (46, '02/01/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (76, '06/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (66, '02/21/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (23, '12/25/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '08/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (88, '09/05/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (40, '12/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (41, '08/27/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (74, '11/09/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '01/31/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (90, '05/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '10/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (95, '10/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (13, '05/21/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (65, '03/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (96, '08/05/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (27, '02/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (15, '02/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (17, '04/19/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (45, '10/15/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (93, '04/29/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (93, '03/27/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (40, '02/03/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (69, '08/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (5, '06/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (90, '07/24/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (58, '04/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '06/04/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (29, '12/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '11/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (39, '09/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (95, '09/14/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (94, '01/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (67, '09/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (13, '07/12/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (98, '08/03/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (80, '04/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (40, '10/08/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (75, '10/08/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (81, '04/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (69, '10/01/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (46, '10/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (23, '01/07/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (42, '10/10/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (81, '06/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (49, '09/17/2024', null);
