create table scr_Capitulo (
	ID_Capitulo INT,
	Fecha_Publicacion DATE,
	Paginas INT
);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (31, '01/09/2025', 24);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (38, '09/03/2024', 41);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (10, '05/23/2025', 37);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (56, '10/02/2024', 34);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (6, '10/21/2024', 91);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (32, '07/17/2024', 30);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (28, '11/13/2024', 80);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (34, '06/28/2025', 16);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (91, '06/30/2025', 38);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (76, '01/14/2025', 56);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (49, '12/15/2024', 51);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (26, '03/29/2025', 66);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (53, '11/28/2024', 93);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (99, '07/10/2024', 28);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (75, '08/19/2024', 100);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (19, '03/10/2025', 29);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (53, '01/03/2025', 42);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (39, '10/20/2024', 17);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (31, '09/24/2024', 38);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (62, '01/28/2025', 29);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (86, '10/09/2024', 64);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (90, '10/31/2024', 9);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (76, '10/11/2024', 15);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (1, '12/20/2024', 83);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (57, '05/28/2025', 96);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (31, '12/11/2024', 42);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (30, '02/13/2025', 18);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (59, '04/20/2025', 23);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (4, '05/24/2025', 83);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (82, '12/06/2024', 13);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (84, '06/21/2025', 59);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (89, '10/09/2024', 20);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (35, '06/13/2025', 55);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (69, '06/24/2025', 84);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (46, '07/14/2024', 97);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (57, '01/16/2025', 85);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (99, '05/11/2025', 53);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (58, '02/23/2025', 24);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (78, '12/09/2024', 20);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (38, '05/02/2025', 89);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (14, '10/09/2024', 97);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (2, '02/18/2025', 52);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (6, '04/15/2025', 3);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (12, '06/23/2025', 92);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (100, '05/08/2025', 73);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (8, '09/20/2024', 3);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (95, '02/01/2025', 77);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (44, '11/08/2024', 76);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (26, '07/02/2025', 52);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (93, '03/20/2025', 78);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (37, '01/03/2025', 32);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (44, '12/07/2024', 1);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (11, '04/21/2025', 8);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (53, '09/22/2024', 77);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (24, '04/03/2025', 56);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (8, '08/31/2024', 27);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (59, '09/24/2024', 21);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (41, '10/28/2024', 72);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (17, '05/12/2025', 50);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (86, '06/05/2025', 36);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (54, '03/27/2025', 22);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (11, '09/05/2024', 77);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (50, '08/23/2024', 40);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (92, '04/12/2025', 87);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (36, '07/14/2024', 60);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (24, '02/08/2025', 25);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (2, '06/28/2025', 20);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (18, '08/16/2024', 98);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (12, '03/18/2025', 71);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (5, '10/26/2024', 4);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (1, '01/11/2025', 60);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (49, '05/28/2025', 63);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (38, '08/03/2024', 31);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (95, '12/31/2024', 53);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (92, '12/31/2024', 3);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (57, '10/16/2024', 9);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (25, '09/20/2024', 94);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (51, '05/21/2025', 94);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (89, '09/02/2024', 2);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (25, '04/04/2025', 29);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (1, '11/15/2024', 29);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (8, '07/19/2024', 13);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (49, '02/11/2025', 58);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (20, '01/21/2025', 80);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (12, '04/19/2025', 75);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (89, '04/13/2025', 43);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (41, '02/14/2025', 93);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (35, '12/16/2024', 19);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (99, '02/12/2025', 24);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (23, '05/28/2025', 95);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (57, '03/20/2025', 78);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (41, '05/16/2025', 32);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (4, '01/07/2025', 70);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (25, '10/24/2024', 86);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (37, '01/12/2025', 24);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (58, '04/06/2025', 21);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (95, '10/06/2024', 36);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (19, '12/31/2024', 65);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (62, '05/21/2025', 33);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (62, '06/21/2025', 51);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (75, '12/24/2024', 74);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (59, '09/24/2024', 7);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (60, '04/07/2025', 55);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (47, '06/07/2025', 3);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (17, '05/16/2025', 73);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (25, '03/21/2025', 72);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (43, '06/06/2025', 100);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (83, '07/22/2024', 63);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (3, '02/24/2025', 6);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (45, '11/28/2024', 27);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (56, '04/26/2025', 4);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (63, '12/03/2024', 35);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (3, '11/22/2024', 38);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (54, '07/03/2024', 80);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (5, '01/20/2025', 86);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (54, '08/03/2024', 55);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (93, '06/05/2025', 65);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (28, '06/19/2025', 1);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (89, '01/21/2025', 25);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (39, '12/21/2024', 83);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (73, '03/17/2025', 15);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (96, '06/12/2025', 20);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (41, '07/18/2024', 29);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (47, '03/22/2025', 42);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (75, '09/05/2024', 31);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (83, '06/11/2025', 87);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (69, '06/07/2025', 35);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (45, '11/30/2024', 24);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (78, '03/11/2025', 52);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (29, '11/17/2024', 67);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (18, '09/27/2024', 62);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (56, '08/30/2024', 24);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (50, '02/10/2025', 81);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (78, '10/03/2024', 48);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (64, '07/10/2024', 63);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (75, '07/06/2024', 39);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (78, '12/11/2024', 62);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (60, '02/16/2025', 15);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (29, '05/10/2025', 30);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (88, '01/14/2025', 64);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (53, '12/10/2024', 9);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (90, '11/17/2024', 64);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (95, '08/12/2024', 82);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (74, '01/02/2025', 56);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (57, '04/17/2025', 72);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (46, '08/19/2024', 86);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (13, '02/07/2025', 65);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (29, '10/30/2024', 52);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (81, '05/10/2025', 21);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (64, '03/08/2025', 41);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (48, '03/12/2025', 30);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (58, '06/07/2025', 21);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (87, '01/29/2025', 42);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (72, '03/03/2025', 35);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (59, '05/10/2025', 10);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (27, '08/29/2024', 97);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (41, '10/05/2024', 33);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (78, '07/01/2025', 24);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (85, '03/04/2025', 99);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (42, '12/30/2024', 81);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (73, '12/20/2024', 92);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (66, '07/16/2024', 47);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (58, '12/19/2024', 51);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (59, '08/31/2024', 71);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (57, '04/01/2025', 42);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (31, '07/20/2024', 54);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (93, '08/17/2024', 77);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (18, '11/29/2024', 29);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (55, '07/02/2025', 29);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (34, '05/23/2025', 15);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (8, '08/04/2024', 52);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (76, '08/04/2024', 99);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (99, '07/20/2024', 51);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (51, '09/29/2024', 12);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (66, '05/02/2025', 45);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (28, '08/19/2024', 98);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (97, '07/26/2024', 29);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (12, '07/03/2024', 54);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (51, '01/03/2025', 78);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (79, '04/03/2025', 66);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (40, '08/02/2024', 93);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (52, '07/18/2024', 6);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (32, '02/26/2025', 34);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (44, '03/08/2025', 42);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (53, '04/10/2025', 31);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (75, '01/11/2025', 7);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (85, '11/18/2024', 82);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (69, '05/22/2025', 88);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (60, '08/22/2024', 55);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (8, '07/26/2024', 95);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (75, '09/02/2024', 61);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (97, '06/01/2025', 99);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (17, '07/31/2024', 12);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (11, '12/23/2024', 64);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (44, '11/25/2024', 24);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (10, '03/13/2025', 37);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (41, '02/12/2025', 54);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (97, '03/26/2025', 75);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (23, '12/24/2024', 91);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (23, '06/25/2025', 96);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (26, '01/04/2025', 73);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (74, '09/02/2024', 96);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (84, '07/27/2024', 90);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (58, '10/28/2024', 18);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (6, '06/01/2025', 75);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (47, '08/08/2024', 34);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (71, '07/16/2024', 96);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (59, '08/11/2024', 25);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (24, '03/02/2025', 34);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (54, '12/12/2024', 77);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (14, '02/12/2025', 40);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (8, '10/25/2024', 99);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (32, '10/05/2024', 45);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (20, '03/20/2025', 98);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (19, '05/23/2025', 49);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (82, '03/29/2025', 89);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (84, '03/27/2025', 73);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (56, '07/08/2024', 69);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (41, '05/09/2025', 98);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (45, '01/27/2025', 61);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (8, '01/17/2025', 81);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (89, '09/07/2024', 1);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (53, '01/01/2025', 68);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (36, '12/17/2024', 7);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (24, '04/08/2025', 48);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (34, '10/01/2024', 65);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (75, '03/21/2025', 95);
insert into scr_Capitulo (ID_Capitulo, Fecha_Publicacion, Paginas) values (43, '06/12/2025', 94);
